Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G,G/M,DMG,DMG/M,KPAR,KS,GS,CP,Champs,Role
2018,Summer_Season,Friends Forever Gaming,Celebrity,32,21,11,65.6%,3.88,2.22,5.44,4.2,259.88,9.27,12.3,439,-,-,60.7%,25.3%,23%,10,"['Ezreal', ""Kai'Sa"", 'Lucian']",Bot Laner
2018,Summer_Season,Friends Forever Gaming,KingJ,32,21,11,65.6%,2.5,2.63,5.44,3.02,232.59,8.3,11.1,395,-,-,51.7%,16.3%,20.7%,10,"['Camille', 'Dr. Mundo', 'Jayce']",Top Laner
2018,Summer_Season,Friends Forever Gaming,DNK,27,18,9,66.7%,3.44,2.89,7.04,3.63,155.19,5.44,10.7,374,-,-,67.9%,22.3%,19.6%,11,"['Gragas', 'Kindred', 'Trundle']",Jungler
2018,Summer_Season,Friends Forever Gaming,Venus,22,17,5,77.3%,1.41,2.64,9.73,4.22,50.73,1.82,7.6,274,-,-,69.6%,8.8%,14%,8,"['Tahm Kench', 'Shen', 'Braum']",Jungler
2018,Summer_Season,Friends Forever Gaming,Sya,12,5,7,41.7%,1.58,4.17,6.92,2.04,49.75,1.8,7.1,257,-,-,62.6%,11.7%,14.2%,5,"['Tahm Kench', 'Shen', 'Pyke']",Support
2018,Summer_Season,Friends Forever Gaming,Kriss,3,2,1,66.7%,1.67,3,8,3.22,130,4.9,8.8,332,-,-,58%,10%,17.3%,3,"['Olaf', 'Graves', 'Sejuani']",Jungler
2018,Summer_Season,FTV Esports,Knight,33,12,21,36.4%,3.39,4.42,6.45,2.23,141.94,5.08,9.8,350,-,-,67.3%,23.2%,19.4%,12,"['Trundle', 'Sejuani', 'Taliyah']",Jungler
2018,Summer_Season,FTV Esports,Taurus,33,12,21,36.4%,2.42,3.94,5.06,1.9,215.76,7.72,10.4,370,-,-,51.1%,16.6%,20.6%,7,"['Jayce', 'Ornn', 'Renekton']",Top Laner
2018,Summer_Season,FTV Esports,Victory,33,12,21,36.4%,4.42,3.85,4.73,2.38,241.27,8.63,11.6,414,-,-,62.5%,30.2%,23%,14,"['Yasuo', 'Galio', 'Irelia']",Mid Laner
2018,Summer_Season,FTV Esports,Akeno,29,12,17,41.4%,1.1,4.62,8.24,2.02,34.52,1.26,7.4,268,-,-,62%,7.3%,14.7%,11,"['Morgana', 'Soraka', 'Alistar']",Support
2018,Summer_Season,FTV Esports,Manis,26,11,15,42.3%,3.27,2.81,5.35,3.07,243.35,8.72,11.2,401,-,-,56.1%,21.3%,21.9%,7,"['Swain', 'Vladimir', 'Varus']",Bot Laner
2018,Summer_Season,FTV Esports,Divkid,7,1,6,14.3%,3.43,3,4.43,2.62,267.14,9.49,11.4,406,-,-,65.5%,28.6%,24.2%,5,"['Varus', 'Sivir', 'Ziggs']",Bot Laner
2018,Summer_Season,FTV Esports,Tiger,4,0,4,0%,1,3.5,5.25,1.79,51,1.59,7.3,227,-,-,54.3%,8.7%,13.7%,4,"['Karma', 'Gragas', 'Tahm Kench']",Support
2018,Summer_Season,GAM Esports,Archie,31,17,14,54.8%,1.45,3.06,9.32,3.52,57.35,1.84,8.3,266,-,-,63.9%,8.6%,14.3%,10,"['Alistar', 'Tahm Kench', 'Soraka']",Support
2018,Summer_Season,GAM Esports,Blazes,31,17,14,54.8%,4.32,3.03,6.65,3.62,280.65,9.03,13.2,423,-,-,65%,25.6%,22.7%,14,"['Graves', 'Yasuo', 'Ryze']",Mid Laner
2018,Summer_Season,GAM Esports,Spot,31,17,14,54.8%,4.1,3.29,7.68,3.58,167.74,5.4,11.5,371,-,-,69.8%,24.3%,20%,9,"['Trundle', 'Graves', 'Xin Zhao']",Jungler
2018,Summer_Season,GAM Esports,Noway,29,16,13,55.2%,3.9,2.24,6.93,4.83,272.86,8.84,12.9,419,-,-,64.2%,23.1%,22.5%,10,"['Morgana', 'Swain', 'Mordekaiser']",Bot Laner
2018,Summer_Season,GAM Esports,Kiaya,17,9,8,52.9%,2.76,2.71,5.12,2.91,268.88,8.45,12.4,389,-,-,54.3%,19%,21.4%,9,"['Kennen', 'Ryze', 'Vladimir']",Top Laner
2018,Summer_Season,GAM Esports,Calm,12,7,5,58.3%,3.58,3.5,7.67,3.21,198.5,6.8,10.9,372,-,-,56.7%,18.1%,19.3%,8,"['Ornn', 'Kennen', 'Dr. Mundo']",Top Laner
2018,Summer_Season,Phong Vũ Buffalo,BigKoro,34,26,8,76.5%,4.06,1.85,6.12,5.49,293.18,9.05,14,431,-,-,56%,22.3%,21.9%,10,"['Ezreal', 'Mordekaiser', 'Varus']",Bot Laner
2018,Summer_Season,Phong Vũ Buffalo,Naul,34,26,8,76.5%,3.74,1.88,6.79,5.59,290.65,8.97,13.5,417,-,-,57.9%,20.6%,21.2%,10,"['Karma', ""Vel'Koz"", 'Ryze']",Mid Laner
2018,Summer_Season,Phong Vũ Buffalo,Palette,34,26,8,76.5%,1.88,2.06,10.68,6.1,56.91,1.76,9.3,287,-,-,69.1%,10.4%,14.6%,12,"['Shen', 'Rakan', 'Soraka']",Support
2018,Summer_Season,Phong Vũ Buffalo,Zeros,34,26,8,76.5%,4.59,2.82,6,3.75,316.74,9.78,14.8,458,-,-,58.3%,25.2%,23.3%,10,"['Aatrox', 'Gnar', 'Jayce']",Top Laner
2018,Summer_Season,Phong Vũ Buffalo,Meliodas,24,19,5,79.2%,4.17,2.67,7.96,4.55,189.5,5.71,12.6,381,-,-,65.5%,22.5%,19.2%,9,"['Kindred', 'Graves', 'Trundle']",Jungler
2018,Summer_Season,Phong Vũ Buffalo,XuHao,10,7,3,70%,3.3,3.3,6.7,3.03,160.3,5.25,10.8,353,-,-,57.5%,19%,18.3%,6,"['Nocturne', 'Kindred', 'Gragas']",Jungler
2018,Summer_Season,Vikings Gaming,Hani,31,4,27,12.9%,2.35,3.68,3.45,1.58,237.26,8.02,10.6,357,-,-,50.8%,20.6%,21.6%,18,"['Camille', ""Cho'Gath"", 'Ornn']",Top Laner
2018,Summer_Season,Vikings Gaming,Upin,30,4,26,13.3%,2.6,3.43,4.57,2.09,230.33,7.79,10.7,364,-,-,62.9%,22.8%,22%,15,"['Swain', 'Lucian', 'Taliyah']",Mid Laner
2018,Summer_Season,Vikings Gaming,CBL,24,3,21,12.5%,1.33,3.67,5.5,1.86,40.92,1.36,7.1,235,-,-,62.1%,12.1%,14.3%,10,"['Morgana', 'Shen', 'Pyke']",Support
2018,Summer_Season,Vikings Gaming,Light,23,4,19,17.4%,2.48,3.74,4.91,1.98,165.35,5.47,9.9,326,-,-,61.4%,20.6%,19.4%,9,"['Graves', 'Taliyah', 'Kindred']",Jungler
2018,Summer_Season,Vikings Gaming,Bear,17,4,13,23.5%,3.47,2.94,3.65,2.42,268.12,8.64,11.9,384,-,-,64.7%,31.6%,23%,13,"['Ryze', 'Azir', 'Galio']",Mid Laner
2018,Summer_Season,Vikings Gaming,Beeone,11,0,11,0%,1.55,4.18,4.18,1.37,247.45,8.69,10.3,360,-,-,50.8%,13.7%,22.1%,8,"['Viktor', 'Lucian', 'Galio']",Bot Laner
2018,Summer_Season,Vikings Gaming,Osas,5,1,4,20%,1.4,6.6,6.8,1.24,31.4,1.11,6.8,241,-,-,55.4%,9.5%,13.9%,3,"['Pyke', 'Rakan', 'Morgana']",Support
2018,Summer_Season,Vikings Gaming,OPG1,4,0,4,0%,2.5,5,5.5,1.6,231,7.92,10.3,355,-,-,58.2%,18.2%,21.5%,3,"['Irelia', 'Ryze', 'Galio']",Mid Laner
2018,Summer_Season,Vikings Gaming,Shinie,4,0,4,0%,1.25,3.75,3,1.13,92.75,3.58,6.9,268,-,-,68%,20%,17.8%,4,"['Nocturne', 'Trundle', 'Gragas']",Jungler
2018,Summer_Season,Vikings Gaming,Eragon,2,0,2,0%,6.5,8.5,3,1.12,165,5.96,10.3,371,-,-,51.4%,35.1%,20.6%,2,"['Kassadin', 'Wukong']",Mid Laner
2018,Summer_Season,Vikings Gaming,Beo,2,0,2,0%,0,4,4,1,80.5,3.03,6.4,239,-,-,53.3%,0%,15.3%,2,"['Taric', 'Trundle']",Jungler
2018,Summer_Playoffs,Cube Adonis,EasyLove,13,7,6,53.8%,3.31,2.38,4.62,3.32,298.31,9.89,13.1,435,-,-,59.2%,24.7%,23.9%,6,"[""Kai'Sa"", 'Ashe', 'Xayah']",Bot Laner
2018,Summer_Playoffs,Cube Adonis,Kit,13,7,6,53.8%,1.15,3,7.23,2.79,45.08,1.49,7.3,241,-,-,62.6%,8.6%,13.3%,4,"['Alistar', 'Gragas', 'Shen']",Support
2018,Summer_Playoffs,Cube Adonis,Pake,13,7,6,53.8%,2.23,1.62,6.62,5.48,256.46,8.5,11.5,383,-,-,66.1%,16.7%,21%,6,"['Orianna', 'Karma', 'Irelia']",Mid Laner
2018,Summer_Playoffs,Cube Adonis,Sorn,13,7,6,53.8%,4.15,3.38,4.92,2.68,167.62,5.56,11.1,369,-,-,67.8%,31%,20.3%,6,"['Graves', 'Sejuani', 'Jax']",Jungler
2018,Summer_Playoffs,Cube Adonis,yT,11,7,4,63.6%,2.82,2.73,7.09,3.63,243.45,8.18,11.8,397,-,-,68.1%,19.4%,21.4%,7,"['Aatrox', 'Rumble', 'Maokai']",Top Laner
2018,Summer_Playoffs,Cube Adonis,LL,2,0,2,0%,1,4,4,1.25,292.5,9.01,11.5,355,-,-,71.4%,14.3%,22%,1,['Aatrox'],Top Laner
2018,Summer_Playoffs,EVOS Esports,RonOP,5,2,3,40%,1.6,3.2,8,3,61.6,1.99,7.9,256,-,-,64%,10.7%,14.2%,3,"['Shen', 'Gragas', 'Alistar']",Support
2018,Summer_Playoffs,EVOS Esports,Slay,5,2,3,40%,4,2.8,5.2,3.29,284.4,9.18,12.9,417,-,-,61.3%,26.7%,23.1%,3,"['Swain', 'Ezreal', 'Xayah']",Bot Laner
2018,Summer_Playoffs,EVOS Esports,Stark,5,2,3,40%,3,3.8,6.4,2.47,284.8,9.19,12.8,414,-,-,62.7%,20%,22.9%,4,"['Jayce', 'Jarvan IV', 'Gnar']",Top Laner
2018,Summer_Playoffs,EVOS Esports,Warzone,5,2,3,40%,3.2,3,4.4,2.53,255.2,8.23,11.6,373,-,-,50.7%,21.3%,20.7%,4,"['Aatrox', 'Galio', 'Akali']",Mid Laner
2018,Summer_Playoffs,EVOS Esports,YiJin,5,2,3,40%,3.2,4.2,5.2,2,174,5.61,10.7,346,-,-,56%,21.3%,19.1%,3,"['Olaf', 'Kindred', 'Trundle']",Jungler
2018,Summer_Playoffs,Friends Forever Gaming,Artifact,4,1,3,25%,2.75,2.75,4,2.45,269.25,8.89,11.8,390,-,-,65.9%,26.8%,23.1%,2,"['Yasuo', 'Ryze']",Mid Laner
2018,Summer_Playoffs,Friends Forever Gaming,Celebrity,4,1,3,25%,2.25,3,4.25,2.17,281.75,9.3,12.2,401,-,-,63.4%,22%,23.8%,3,"['Xayah', ""Kai'Sa"", 'Tristana']",Bot Laner
2018,Summer_Playoffs,Friends Forever Gaming,KingJ,4,1,3,25%,2,3,3.75,1.92,219.75,7.25,10.2,336,-,-,56.1%,19.5%,19.9%,3,"['Rumble', 'Ornn', 'Jayce']",Top Laner
2018,Summer_Playoffs,Friends Forever Gaming,Venus,4,1,3,25%,0.5,3,7.25,2.58,45.25,1.49,6.8,226,-,-,75.6%,4.9%,13.4%,3,"['Alistar', 'Braum', 'Nautilus']",Support
2018,Summer_Playoffs,Friends Forever Gaming,DNK,3,1,2,33.3%,3.67,2,7.67,5.67,169.33,5.2,11.3,347,-,-,87.2%,28.2%,20%,3,"['Gragas', 'Trundle', 'Olaf']",Jungler
2018,Summer_Playoffs,Friends Forever Gaming,Kriss,1,0,1,0%,0,3,2,0.67,113,4.83,6.3,268,-,-,100%,0%,18.4%,1,['Trundle'],Jungler
2018,Summer_Playoffs,Phong Vũ Buffalo,BigKoro,4,3,1,75%,3.5,1.5,6,6.33,276,9.51,12.6,435,-,-,67.9%,25%,22.3%,2,"['Varus', 'Xayah']",Bot Laner
2018,Summer_Playoffs,Phong Vũ Buffalo,Meliodas,4,3,1,75%,1.5,2,6,3.75,195.75,6.74,11.1,381,-,-,53.6%,10.7%,19.5%,3,"['Kindred', 'Graves', 'Olaf']",Jungler
2018,Summer_Playoffs,Phong Vũ Buffalo,Naul,4,3,1,75%,3.5,0.75,4.5,10.67,258.5,8.91,11.9,410,-,-,57.1%,25%,21%,2,"['Zoe', 'LeBlanc']",Mid Laner
2018,Summer_Playoffs,Phong Vũ Buffalo,Palette,4,3,1,75%,0.75,2,6.75,3.75,55.75,1.92,7.9,274,-,-,53.6%,5.4%,14%,3,"['Tahm Kench', 'Braum', 'Rakan']",Support
2018,Summer_Playoffs,Phong Vũ Buffalo,Zeros,4,3,1,75%,4.75,2.25,5.25,4.44,275,9.47,13.1,451,-,-,71.4%,33.9%,23.1%,4,"['Urgot', 'Camille', 'Sion']",Top Laner
2019,Spring_Promotion,Cherry Esports,Akeno,12,8,4,66.7%,2.08,4.92,13.75,3.22,41.25,1.37,8.6,287,-,-,65.3%,8.6%,14.7%,6,"['Alistar', 'Braum', 'Soraka']",Support
2019,Spring_Promotion,Cherry Esports,Cacon,12,8,4,66.7%,4.5,3.17,10.25,4.66,151,5.02,11.3,374,-,-,60.8%,18.6%,19.2%,5,"['Lee Sin', 'Camille', 'Hecarim']",Jungler
2019,Spring_Promotion,Cherry Esports,Taurus,12,8,4,66.7%,3.92,3.83,8,3.11,212.5,7.07,11.8,392,-,-,49.1%,16.2%,20.1%,3,"['Urgot', 'Rumble', 'Jayce']",Top Laner
2019,Spring_Promotion,Cherry Esports,Yado,12,8,4,66.7%,7.33,3,8.33,5.22,237.25,7.89,13.2,438,-,-,64.6%,30.2%,22.5%,6,"['Lissandra', 'LeBlanc', 'Irelia']",Mid Laner
2019,Spring_Promotion,Cherry Esports,Zin,12,8,4,66.7%,6.42,3.08,8.67,4.89,245.25,8.15,13.7,457,-,-,62.2%,26.5%,23.4%,5,"['Ezreal', 'Lucian', 'Sivir']",Bot Laner
2019,Spring_Promotion,LP Gaming,Aihgn,7,1,6,14.3%,3.14,4.57,8.14,2.47,142.86,4.62,10.4,335,-,-,63.7%,17.7%,19%,4,"[""Kha'Zix"", 'Graves', 'Lee Sin']",Jungler
2019,Spring_Promotion,LP Gaming,bByYoO,7,1,6,14.3%,1.14,4.86,9.86,2.26,37.57,1.22,7.8,251,-,-,62.1%,6.5%,14.3%,4,"['Rakan', 'Alistar', 'Braum']",Support
2019,Spring_Promotion,LP Gaming,Escanor,7,1,6,14.3%,4.29,4.43,4.29,1.94,207.71,6.72,11.1,360,-,-,48.4%,24.2%,20.4%,6,"['LeBlanc', 'Irelia', 'Lissandra']",Mid Laner
2019,Spring_Promotion,LP Gaming,Tofu,7,1,6,14.3%,5.29,4.71,4.71,2.12,275.14,8.9,13.5,438,-,-,56.5%,29.8%,24.9%,4,"['Xayah', ""Kai'Sa"", 'Ezreal']",Bot Laner
2019,Spring_Promotion,LP Gaming,Twice,7,1,6,14.3%,3.86,4.71,6.14,2.12,217.14,7.02,11.6,376,-,-,56.5%,21.8%,21.4%,6,"['Camille', 'Sion', 'Renekton']",Top Laner
2019,Spring_Promotion,Sky Gaming,Optimus,8,6,2,75%,4.25,3.5,8.38,3.61,241.38,8.13,12.2,410,-,-,55.8%,18.8%,20.9%,5,"['Ryze', 'Yasuo', 'Lissandra']",Mid Laner
2019,Spring_Promotion,Sky Gaming,Hai,8,6,2,75%,1.5,4.38,14.63,3.69,26.5,0.89,7.6,256,-,-,71.3%,6.6%,13.1%,4,"['Alistar', 'Lulu', 'Leona']",Support
2019,Spring_Promotion,Sky Gaming,KaiZ,8,6,2,75%,3.5,4.63,11.5,3.24,154.75,5.21,10.7,361,-,-,66.3%,15.5%,18.4%,6,"['Lee Sin', 'Camille', 'Trundle']",Jungler
2019,Spring_Promotion,Sky Gaming,Sunsieu,8,6,2,75%,3.38,2,7.5,5.44,235.88,7.95,12,404,-,-,48.1%,14.9%,20.6%,6,"['Rumble', 'Urgot', 'Aatrox']",Top Laner
2019,Spring_Promotion,Sky Gaming,Slayder,6,5,1,83.3%,10,2.33,5.17,6.5,275.83,9.77,15.2,537,-,-,67.9%,44.8%,27%,2,"[""Kai'Sa"", 'Xayah']",Bot Laner
2019,Spring_Promotion,Sky Gaming,Artemis,2,1,1,50%,10,3,7.5,5.83,317.5,9.34,17.6,517,-,-,74.5%,42.6%,27.3%,2,"['Lucian', 'Twitch']",Bot Laner
2019,Spring_Promotion,Vikings Gaming,CBL,11,4,7,36.4%,1,5.82,6.18,1.23,24,0.85,6.9,245,-,-,55.2%,7.7%,13.8%,7,"['Rakan', 'Alistar', 'Fiddlesticks']",Support
2019,Spring_Promotion,Vikings Gaming,Light,11,4,7,36.4%,3.09,3.45,4.55,2.21,129.36,4.57,9.6,338,-,-,58.7%,23.8%,19%,6,"['Jarvan IV', 'Trundle', 'Lee Sin']",Jungler
2019,Spring_Promotion,Vikings Gaming,Hawk,11,4,7,36.4%,5.18,3.73,3,2.2,240.36,8.49,12,422,-,-,62.9%,39.9%,23.8%,7,"['Ryze', 'Irelia', 'Syndra']",Mid Laner
2019,Spring_Promotion,Vikings Gaming,Calm,10,4,6,40%,1.6,3.3,4.9,1.97,210,7.48,10.6,379,-,-,49.6%,12.2%,21.2%,7,"['Urgot', 'Aatrox', 'Ryze']",Top Laner
2019,Spring_Promotion,Vikings Gaming,Upin,8,4,4,50%,2.75,3.25,5,2.38,249.88,8.82,11.5,406,-,-,53.9%,19.1%,22.2%,6,"['Xayah', ""Kai'Sa"", 'Varus']",Bot Laner
2019,Spring_Promotion,Vikings Gaming,Police,3,0,3,0%,1,4,4.67,1.42,246.67,8.72,11,390,-,-,60.7%,10.7%,23.8%,2,"['Ezreal', 'Xayah']",Bot Laner
2019,Spring_Promotion,Vikings Gaming,Hani,1,0,1,0%,0,10,2,0.2,216,7.05,9.4,308,-,-,16.7%,0%,18.3%,1,['Irelia'],Top Laner
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),EasyLove,35,14,21,40%,3.06,2.8,4.6,2.73,297.63,9.52,13.4,428,-,-,56.3%,22.5%,23.6%,13,"[""Kai'Sa"", 'Tristana', 'Caitlyn']",Bot Laner
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Shaoran,35,14,21,40%,0.89,4.14,6.74,1.84,41.11,1.32,7.8,251,-,-,56.1%,6.5%,13.8%,8,"['Braum', 'Galio', 'Thresh']",Support
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Sorn,35,14,21,40%,3.09,3.54,5.2,2.34,165.09,5.28,10.8,347,-,-,60.9%,22.7%,19.1%,15,"['Nidalee', ""Rek'Sai"", 'Kindred']",Jungler
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Pot,23,13,10,56.5%,3.26,2.13,5.48,4.1,248.09,8.1,11.8,387,-,-,58.9%,22%,20.8%,11,"['Lissandra', 'Galio', 'LeBlanc']",Mid Laner
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),LL,22,12,10,54.5%,4.05,2.95,4.5,2.89,270.59,8.82,13.1,427,-,-,56.6%,26.8%,22.9%,7,"['Renekton', 'Urgot', 'Riven']",Top Laner
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),YT,13,2,11,15.4%,2.46,4,3,1.37,270.62,8.41,12.6,392,-,-,49.3%,22.2%,22.6%,7,"['Urgot', 'Yorick', 'Sylas']",Top Laner
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Pake,12,1,11,8.3%,2.83,3.83,3.33,1.61,255.92,7.89,11.7,361,-,-,54.8%,25.2%,20.7%,8,"['Syndra', 'Lissandra', 'Orianna']",Mid Laner
2019,Spring_Season,Cherry Esports,Calm,34,11,23,32.4%,2.68,3.94,5.85,2.16,188.44,5.7,-,-,-,-,57.4%,18%,-,17,"['Gragas', 'Jarvan IV', 'Aatrox']",Top Laner
2019,Spring_Season,Cherry Esports,Yado,34,11,23,32.4%,4.03,3.41,5.62,2.83,290.59,8.79,-,-,-,-,65%,27.1%,-,14,"['Lissandra', 'Ryze', 'Yasuo']",Mid Laner
2019,Spring_Season,Cherry Esports,Zin,34,11,23,32.4%,4.5,2.18,4.32,4.05,312.76,9.47,-,-,-,-,59.4%,30.3%,-,10,"['Kalista', 'Vladimir', 'Lucian']",Bot Laner
2019,Spring_Season,Cherry Esports,Taurus,27,8,19,29.6%,2.41,4.22,5.33,1.83,219,6.67,-,-,-,-,54.9%,17.1%,-,15,"['Urgot', 'Renekton', 'Sejuani']",Jungler
2019,Spring_Season,Cherry Esports,CBL,23,9,14,39.1%,1.74,4.22,9.78,2.73,48.7,1.41,-,-,-,-,70.5%,10.6%,-,9,"['Galio', 'Thresh', 'Shen']",Support
2019,Spring_Season,Cherry Esports,Akeno,11,2,9,18.2%,0.36,4.45,6.64,1.57,45.73,1.53,7.2,239,-,-,59.7%,3.1%,13.8%,7,"['Alistar', 'Braum', 'Morgana']",Support
2019,Spring_Season,Cherry Esports,Bun,7,3,4,42.9%,2.14,3.71,10.14,3.31,161.29,4.77,11.4,338,-,-,69.4%,12.1%,18.4%,4,"['Skarner', 'Jarvan IV', 'Sejuani']",Jungler
2019,Spring_Season,EVOS Esports,RonOP,29,18,11,62.1%,0.9,3.24,8,2.74,42,1.32,-,-,-,-,62.9%,6.3%,-,8,"['Alistar', 'Thresh', 'Galio']",Support
2019,Spring_Season,EVOS Esports,Stark,29,18,11,62.1%,2.38,2.93,4.86,2.47,280.45,8.79,-,-,-,-,51.2%,16.8%,-,11,"['Aatrox', 'Renekton', 'Camille']",Top Laner
2019,Spring_Season,EVOS Esports,YiJin,28,17,11,60.7%,3.93,2.79,6.64,3.79,171.07,5.38,-,-,-,-,74.7%,27.8%,-,13,"['Lee Sin', 'Sejuani', 'Jarvan IV']",Jungler
2019,Spring_Season,EVOS Esports,Dia1,20,13,7,65%,3.8,2.5,5.2,3.6,283.8,8.79,-,-,-,-,58.6%,24.8%,-,13,"['Syndra', 'Ryze', 'Cassiopeia']",Mid Laner
2019,Spring_Season,EVOS Esports,Noway,15,10,5,66.7%,4,2.07,4.67,4.19,303.13,9.76,14.1,454,-,-,62.5%,28.8%,24.1%,5,"[""Kai'Sa"", 'Kalista', 'Lucian']",Bot Laner
2019,Spring_Season,EVOS Esports,Slay,14,8,6,57.1%,3.21,2.36,5,3.48,304.64,9.29,-,-,-,-,56.9%,22.3%,-,6,"['Lucian', ""Kai'Sa"", 'Ezreal']",Bot Laner
2019,Spring_Season,EVOS Esports,Petland,10,6,4,60%,2.4,2.2,3.6,2.73,311.3,9.94,13.5,431,-,-,51.3%,20.5%,22.9%,6,"['Syndra', 'Corki', 'Lissandra']",Mid Laner
2019,Spring_Season,Friends Forever Gaming,Artifact,35,18,17,51.4%,4.11,2.71,5.17,3.42,276.74,8.82,-,-,-,-,62.9%,27.9%,-,12,"['Syndra', 'Cassiopeia', 'Ryze']",Mid Laner
2019,Spring_Season,Friends Forever Gaming,Celebrity,35,18,17,51.4%,4.2,2.34,5.49,4.13,279.23,8.9,-,-,-,-,65.6%,28.4%,-,8,"[""Kai'Sa"", 'Kalista', 'Tristana']",Bot Laner
2019,Spring_Season,Friends Forever Gaming,DNK,35,18,17,51.4%,2.31,2.86,7.51,3.44,148.91,4.75,-,-,-,-,66.5%,15.7%,-,11,"['Gragas', 'Lee Sin', 'Olaf']",Jungler
2019,Spring_Season,Friends Forever Gaming,Venus,35,18,17,51.4%,1.03,3.54,8.94,2.81,46.54,1.48,-,-,-,-,67.5%,7%,-,13,"['Thresh', 'Alistar', 'Braum']",Support
2019,Spring_Season,Friends Forever Gaming,KingJ,26,15,11,57.7%,3.65,3.19,5.77,2.95,246.88,7.68,-,-,-,-,59.9%,23.2%,-,9,"['Urgot', 'Aatrox', 'Jayce']",Top Laner
2019,Spring_Season,Friends Forever Gaming,Hani,9,3,6,33.3%,1.56,2.33,4.44,2.57,227.89,7.82,10.4,356,-,-,50%,13%,20.2%,5,"['Sylas', 'Urgot', 'Renekton']",Top Laner
2019,Spring_Season,FTV Esports,Rika,33,10,23,30.3%,3.06,4.21,4.67,1.83,234.42,7.98,11.4,389,-,-,55.3%,21.9%,21.8%,12,"['Irelia', 'Ryze', 'Poppy']",Top Laner
2019,Spring_Season,FTV Esports,Div Kid,32,10,22,31.3%,4.03,2.94,5.06,3.1,273.75,9.29,12.9,438,-,-,63.8%,28.3%,24.5%,9,"[""Kai'Sa"", 'Ezreal', 'Varus']",Bot Laner
2019,Spring_Season,FTV Esports,Victory,26,7,19,26.9%,3.54,4.35,4.88,1.94,239.19,8.08,11.3,380,-,-,65.4%,27.5%,21.6%,15,"['Ryze', 'Lissandra', 'Aatrox']",Mid Laner
2019,Spring_Season,FTV Esports,MeoCon,17,6,11,35.3%,2.88,3.12,5.18,2.58,155.29,5.43,9.8,343,-,-,59.8%,21.4%,19%,8,"['Lee Sin', 'Nidalee', 'Nocturne']",Jungler
2019,Spring_Season,FTV Esports,Kuroko,17,5,12,29.4%,2.88,4.12,6.59,2.3,174.24,5.87,10.3,346,-,-,62.2%,18.9%,19.1%,13,"['Lee Sin', 'Sejuani', 'Akali']",Jungler
2019,Spring_Season,FTV Esports,Papaya,13,4,9,30.8%,1,3.15,7.69,2.76,53.69,1.83,7.6,258,-,-,65.3%,7.5%,14.6%,6,"['Thresh', 'Galio', 'Alistar']",Support
2019,Spring_Season,FTV Esports,Milano,11,3,8,27.3%,0.64,4.82,9.55,2.11,30.91,1,7.4,239,-,-,73.7%,4.6%,13.6%,4,"['Thresh', 'Braum', 'Rakan']",Support
2019,Spring_Season,FTV Esports,Syaa,9,3,6,33.3%,1.22,4.78,9,2.14,104.67,3.67,8.5,298,-,-,68.1%,8.1%,16.6%,8,"['Morgana', 'Graves', 'Elise']",Jungler
2019,Spring_Season,FTV Esports,Tiger,7,2,5,28.6%,1.43,3.14,8.71,3.23,42.43,1.53,7.3,262,-,-,67.6%,9.5%,14.4%,5,"['Braum', 'Galio', 'Lissandra']",Support
2019,Spring_Season,GAM Esports,Blazes,36,15,21,41.7%,3.61,2.58,5.58,3.56,290.78,9.25,13.1,417,-,-,67.8%,26.6%,22.8%,15,"['Zoe', 'Irelia', 'Lissandra']",Mid Laner
2019,Spring_Season,GAM Esports,Yin,36,15,21,41.7%,0.97,3.47,7.89,2.55,31.94,1.02,7.7,245,-,-,65.4%,7.2%,13.4%,9,"['Morgana', 'Rakan', 'Galio']",Support
2019,Spring_Season,GAM Esports,Spot,35,15,20,42.9%,3.4,2.83,5.54,3.16,169.17,5.39,11,350,-,-,65.2%,24.8%,19.2%,11,"['Lee Sin', 'Gragas', ""Kha'Zix""]",Jungler
2019,Spring_Season,GAM Esports,Kiaya,33,13,20,39.4%,2.7,3,3.79,2.16,255.64,8.2,12.2,391,-,-,48.7%,20.3%,21.6%,13,"['Urgot', 'Aatrox', 'Ryze']",Top Laner
2019,Spring_Season,GAM Esports,Police,32,14,18,43.8%,3.16,2.13,5,3.84,303.28,9.5,13.6,426,-,-,58.8%,22.7%,23.3%,7,"['Lucian', 'Varus', 'Tristana']",Bot Laner
2019,Spring_Season,GAM Esports,Yoshino,4,2,2,50%,2.25,4.25,5.75,1.88,290.75,8.44,13.6,394,-,-,56.1%,15.8%,20.8%,4,"['Urgot', 'Fiora', 'Jarvan IV']",Jungler
2019,Spring_Season,GAM Esports,Archie,3,1,2,33.3%,1.33,2.33,3.67,2.14,242.67,9.05,10.3,384,-,-,38.5%,10.3%,21.1%,2,"['Ezreal', 'Miss Fortune']",Coach
2019,Spring_Season,GAM Esports,Hope,1,0,1,0%,1,2,2,1.5,217,7.33,9.1,306,-,-,60%,20%,19.8%,1,['Morgana'],Support
